type,id,name,shortDescription,description,founded,website,city,country,logo/id,logo/imageServiceUrl,logo/fileName,published,industries/0,industries/1,industries/2,industries/3,industries/4,industries/5,industries/6,industries/7,industries/8,industries/9,industries/10,industries/11,industries/12,industries/13,industries/14,industries/15,industries/16,industries/17,industries/18,industries/19,industries/20,industries/21,industries/22,industries/23,industries/24,industries/25,industries/26,industries/27,industries/28,industries/29,industries/30,industries/31,industries/32,industries/33,industries/34,industries/35
startup,5639510700326912,Prinergy,Game changing solar energy technology for architecture,"Breakthrough in perovskite solar cell technology

Totally new way of producing solar cells.
Inexpensive, fully automated and scalable manufacturing process.
Tested, proofed and ready for making business.",2018-07-01T00:00:00.000Z,http://www.prinergy.io,Espoo,Finland,5170285254803456,https://lh3.googleusercontent.com/3fc3z51I8cIGtJGDMxqYh9osqaEzqzn488wedRGhL9xYPP15fL4yr_2zimFiJZM-ROh9TeaLqydOkOiZ353eFw1P9Aad-F4Gra2Z,prinergy.png,true,Design,manufacturing,air_quality,energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5640060892348416,EntoCube Oy,Leading edible insects farming solutions provider,"EntoCube is the leading edible insects farming solutions provider in the Nordics. We are an international team based in Espoo, Finland and our mission is to bring edible insects based food to everyone's attention by developing efficient farming solutions and super tasty insect products.",2014-12-01T00:00:00.000Z,http://entocube.com,Espoo,Finland,5142291060621312,https://lh3.googleusercontent.com/lCNDD-QctYSW5OGoPS02buu8Npvpxr4N-GaEmUUlqyLIzCpqKODw4R0PorpKyhkXt7utDtyAxHAxltZcxqrVHxkp-ub0R-qcOcJz,entocube.png,true,nutrition_food_beverages_supplements,agribusiness_and_farming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5641906755207168,Aerial Coboticus,Multi-rotor industrial drones with robotic arms,"AERIAL COBOTICUS develops tethered multi-rotor industrial drones fitted with robotic arms to carry out high-precision work at heights or in inaccessible areas.
Our tethered industrial UAV fitted with robotic arms is able to perform high-precision work at heights in inaccessible areas.
Designed with rugged industrial components that have proven their value in industry, it can carry heavy weights (up to 100kg).",2015-05-01T00:00:00.000Z,http://aerialcoboticus.com/,Paris,France,5630742793027584,https://lh3.googleusercontent.com/3JqHRTubETM3n0jgZL4_0ACqKSRBHp0uAZb3tEmbk0Fp7IC-dJJcNEISzz5_c6nru4xE-knYJ-AgymmJ4VtvgTVtd3ljzef4qdDisA,AC.png,true,aerospace_and_defence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5642383161032704,Hodarifillari,#1 Catering,-,2016-01-01T00:00:00.000Z,http://www.hodarifillari.fi,Espoo,Finland,,,,true,nutrition_food_beverages_supplements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5642779036221440,Navigil Oy,Wellbeing and telehealthcare,"Rapidly growing cost of elderly care becomes unbearable unless independent living at home can be extended.
Our solution consists of the Navigil S1/S3 mobile telehealthcare wristwatches with mobile phone, GPS tracking and activity monitoring features supported by mobile communication, location and Navigil Rafael management services which enable blended care model and optimal use of scarce care resources. Up to 30% of healthcare cost can be avoided with preventive care of elderly persons.",2010-12-01T00:00:00.000Z,http://navigil.com,Espoo,Finland,4822945343995904,https://lh3.googleusercontent.com/BqLe4IGi_bboT1bNk-kXp8lC6sYrb7-KPKiGwhCub3yPVFWWPoT052H2nVDgYUEWa6Zy7vaZNU8MRAnzcwrhklvtzHbStXjS2f4,Navigil.jpg,true,health,medtech,digital_health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5648825477758976,KotiKyla.com ,Digital platform helping people to buy/sell homes,kkk,2018-01-01T00:00:00.000Z,https://kotikyla.com,Helsinki,Finland,5117730592129024,https://lh3.googleusercontent.com/tjuK1cdrQZ-ZeKIP0YoU4tgtlthS6WxNC2ytcO2-Bz-Gklp8fMxWAlokrTEmm93z9Nt5UWyyms5bclH3ZrBeOvnOGfFvrgNq3Rw,kotikylän logo317 isompi läpinäkyvä.png,true,e-commerce,construction_and_real_estate,education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5650258788876288,Custobar Oy,The only marketing platform for retail,"Strict focus on developing all product features solely for the mid-sized multichannel retailers has given us a good advantage to compete even against the high-end players in the market like Adobe and Salesforce. We have succeeded in selling our solution in 9 different countries and our MRR is in rapid growth.
",2014-10-01T00:00:00.000Z,https://www.custobar.com/,Helsinki,Finland,6267421899882496,https://lh3.googleusercontent.com/xHAagwZxSy89CE2DjJBfyyeAIuUEtjwyPnFs-mPerl7rjZ6BQkAj7ZhceDn748tvLzx3uJBLAzv5raRSioSfMM_6aHJgfHLFAQ-6HA,Twitter_400x400.jpg,true,marketing_and_communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5668600916475904,Firstbeat Technologies Oy,Performance analytics for sports and well-being,"Firstbeat is the leading provider of science-based performance analytics for sports and well-being. Hundreds of elite sports teams, thousands of employers, and millions of consumers worldwide trust us to reach their potential with confidence.",2002-09-01T00:00:00.000Z,http://firstbeat.fi,Jyväskylä,Finland,5741031244955648,https://lh3.googleusercontent.com/e0KfFe1K33ODZzxxQNvmxEEBKs5fJSlvZhxV7wlx--ZLg60JyVqacLpFct5LdVFL4yursP4EF3kQNyd2TyV-dnPKJhcdUXRZ17Q,firstbeat_logo_slush.jpg,true,sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5672749318012928,Tekliko,Turn health data into valuable information,"Spe3dLab is an open source data analysis platform to turn health data into valuable information. The tool was co-developed and co-designed with INSERM laboratories in France, as well as practicians at AP-HP and CHRU Brest.
Spe3dLab is involved in various proof of concept projects in the following fields: reanimation, hospital hygiene, ambulatory as well as forensic medicine units and in a mutual insurance project.",2015-01-01T00:00:00.000Z,http://speedlab.io,Paris,France,5649050225344512,https://lh3.googleusercontent.com/H7FUzj8TNaICvH_4zDFUQwSTTIOi8helFC-FOP6ZOP68DmkLxKZjoOBb86D08-P19A80UMUENxEu5cotndu6rb1g5_1GfuQAkxk,logo_tekliko_1000x239.png,true,Diagnostics,digital_health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5676533754626048,Sensible 4 Oy,"Robotics, AI, transportation and mobility","Best in the class vehicle automation system for difficult environments. The solution is based on intelligent combination of various sensors scanning the surroundings of a vehicle and an artificial intelligence and software developed in-house, which is controlling and navigating the vehicle. It has been tested in harsh Finnish winter conditions. Our automation system is platform free and can convert cars and other vehicles to automated ones so that they can be driven driverless.",2017-02-01T00:00:00.000Z,http://sensible4.fi,Espoo,Finland,5111103625363456,https://lh3.googleusercontent.com/7XB9_n8AR-1dZkRKtDFORjIiq9iZbi_bjJZnY3e0ZAqIG8MbmnQiAQzNBPVWNSUkp0Dvz50UoVKmsLFPJrkwXQou25MLEJMyj5Qq,S4_logo2_color.png,true,automotive_and_transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5684907766448128,Mesensei,Private social networks,B2B Platfrom for building GDPR compliant private social networks with great mobile UX,2016-09-01T00:00:00.000Z,http://www.mesensei.com,Espoo,Finland,5480426990731264,https://lh3.googleusercontent.com/QWBP9plnuy6LE7RNJ1ir_d87bGv0k1iUOKsRDBC-ges3w_BBMZgqzps3R2N2okABSwPUXGLroReftmpV2LnHQgbkt-cR_b-TD8MlFQ,Mesensei.jpg,true,marketing_and_communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5691127080419328,Sekho Brothers Oy,"IT services, Kuittilompakko service for e-receipts ","We have develop Kuittilompakko service for receiving, archiving and delivering receipts to accounting firms. Aim is to get rid off unnecessary paperwork and automatize the whole process with structured receipt data.

Benefits:
- Handling receipts with one application
- An easy way to handle receipts
- Transferring receipts to accounting softwares in real-time

How to use
- Register to service
- Link payment/loyalty card
- Make purchases and receive e-receipt automatically
",2015-02-01T00:00:00.000Z,https://kuittilompakko.fi,Pirkkala,Finland,,,,true,on-demand_services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5697302505193472,Reaktor Space Lab Oy,Space Technology,"Reaktor Space Lab provides state-of-the-art nanosatellite technology & space-based services. We help companies expand their business beyond Earth by co-created space missions. In-house design and manufacturing in Otaniemi, Finland.",2016-05-01T00:00:00.000Z,http://reaktorspace.com,Espoo,Finland,6295758684815360,https://lh3.googleusercontent.com/bU_yS_MPj4twg-zZkFETJCqRaQvfCMT4kLiTUjehSwtAgr5PHNoWanS9cDCZlw_XcADhTtk-0PliWSsMFnOQpewN_lrnQzSAg4D6,reactorspacelab.png,true,aerospace_and_defence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5705241014042624,Dispelix Oy,See-through-displays for augmented reality devices,"Dispelix is a fabless supplier and developer of see-through-displays for augmented reality devices manufacturers and developers. Dispelix See-through-displays delivers thinnest, lightest and best form factor. This is realized by the single layer design. Total thickness of the waveguide is .8mm",2015-10-01T00:00:00.000Z,http://dispelix.com,Espoo,Finland,5748345607815168,https://lh3.googleusercontent.com/psHjYm1UEEbEOcLjaeN9sTciW_E_cLcph4b5QFI8YTf_RFjPrkRo2SxX8Vgkv8LhOUe7syHaaaA87XuhJGzZ8Ah0cgCVq9h3oRQ0,dispelix_logo_RGB.jpg,true,consumer_electronics,materials_and_coatings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5706275094528000,CARFIT,Monitor and predict maintenance like never before,CARFIT leverages vibration analysis with edge learning to create self-learning predictive maintenance solutions for the aftermarket and for native integration into parts and new car platforms.,2016-01-01T00:00:00.000Z,http://car.fit/,Paris,France,5641497726681088,https://lh3.googleusercontent.com/c84KS1XbWN_LziceUdWPz4yzBzLoX0tSjLNPwzShSp3czYhCiQ6wLoyYsbH3eN4QqigGmINzRaBo--aeK88IizRnbet1gjdfcgKrWQ,CARFIT_Logo_201601215-02.jpg,true,consumer_electronics,on-demand_services,automotive_and_transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5713573250596864,Skillgrower oy,The best solution for learning math using AI,"Skillgrower is an online learning platform for math. Studying is more fun and efficient due to AI and gamification. Customers are schools and the after-school market. Our team Hans unique knowhow and we have created a well received first product with minimal funds (around 60k). Our pilots with Tampere and Espoo have generated more interest than expected. 
We are looking for investors with knowhow of growing startups and people with connections in relevant fields.",2016-06-01T00:00:00.000Z,http://skillgrower.com,Espoo,Finland,6449742993162240,https://lh3.googleusercontent.com/8Wivq88CMrao5TMxHa4eY62uymF8VpOLAqng8sYKQgP2csRjAlvjje3Khx0XF5LaPMvFJBi-55xvaPv0ADMPO9ICtqumBnKXChwGJA,730596e3-c894-4ffd-9547-85ba10ee89b4.png,true,education,impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5724948068827136,Consair oy,Coming soon...,Coming soon...,2012-04-01T00:00:00.000Z,http://consair.fi,Helsinki,Finland,,,,true,air_quality,construction_and_real_estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5733636452122624,Futuretournaments Oy / Ultrahack,International innovation contests and hackathons,"Ultrahack’s mission is to provide an outstanding community experience to solve humanity's greatest challenges and foster the most innovative technological advances. Ultrahack is a tool for open innovation serving all industries. Ultrahack attracts thousands of experts and dozens of growth companies every year. Ultrahack has implemented hackathons with +100 companies including Asian Development Bank, United Nations (UN), NASA, ESA, CGI, SAP, IBM, Nokia, Microsoft and Nordea.",2013-05-01T00:00:00.000Z,http://www.ultrahack.org,Espoo,Finland,5187247892594688,https://lh3.googleusercontent.com/P7FaZ3uox5ZuWduEKfdVGneVFhzbSGluKaXpdhWkxCAjNI2EQmsl_1Jlr5BwLWurIdeozD1hF67wfFn57mfoyOIUhvM5RbM0z1Q0,Ultrahack-logo.jpg,true,aerospace_and_defence,education,Diagnostics,automotive_and_transportation,logistics,social_entrepreneurship,waste_and_recycling,cryptocurrencies,retail,water_and_wastewater,Design,hospitality_and_travel,materials_and_coatings,manufacturing,e-commerce,energy,entertainment_and_media,agribusiness_and_farming,construction_and_real_estate,digital_health,sports,on-demand_services,impact,consumer_electronics,health,air_quality,marketing_and_communication,pharmaceuticals,cybersecurity,financial_and_insurance,nutrition_food_beverages_supplements,medtech,travel,forestry,biotech,
startup,5737442330017792,VimAI Oy,Augmented Reality/indoor positioning,"VimAI provides wide area AR navigation and ubiquitous multi-user AR. The basis of the solution is positioning that is based on image recognition and makes thus location-based AR possible . With VimAI buildings can be converted to augmented spaces filled with virtual things all around. Our key customer segments are process industries, shopping malls and building maintenance companies. Also different public buildings, like museums and opera have been interested in our offering.",2017-05-01T00:00:00.000Z,http://vim.ai,Espoo,Finland,5664488955052032,https://lh3.googleusercontent.com/ADNFc52uh4iWyyuwH3aaTMV_vhQyWb35m9FDhMTJNBsVJcMIVcKjXvOzl0K6lZ4lfZyu8rMBE3uDhVQJmuQYpE9lQbA6C7eTnx-d,VimAI_Logo_v3.png,true,entertainment_and_media,gaming,construction_and_real_estate,manufacturing,marketing_and_communication,retail,energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5742796208078848,Ambronite Oy,"Food & Beverages, E-commerce","Our mission at Ambronite is to help urban professionals to thrive and live life to the fullest with healthy food products.
Complete Meal Shake, our first product, contains 100% of everything your body needs and quenches hunger. Next year, we are expanding our product lines.
Ambronite has customers in over 30 countries and has been covered by e.g. TIME Magazine, Wired, Wallpaper and Business Insider.
We are venture backed by investors such as Jawed Karim (YouTube co-founder) and Lifeline Ventures",2013-10-01T00:00:00.000Z,http://ambronite.com,Helsinki,Finland,5673261526417408,https://lh3.googleusercontent.com/OCRof3UksoQTjlocI5hmCdJ9NbEIez7VZck04jyk4jR4dP4m_p4hE3-Acas7Af9HT89OukzWs_Sq_AdZhFfeTbgqy245AePwrgVKUQ,ambronite.jpg,true,nutrition_food_beverages_supplements,e-commerce,agribusiness_and_farming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5746985747349504,RoadCloud Oy,Enabling self-driving cars,"Providing road information that matters - way ahead
With dedicated hardware installed into carefully selected fleets of vehicles, we collect data that matters. The data is refined into information products providing unique opportunities for our customers and fleet partners.Working on autonomous driving, road maintenance or traffic information systems? See how you can benefit from our services!",2014-08-01T00:00:00.000Z,https://roadcloud.fi/,Espoo,Finland,5743661174226944,https://lh3.googleusercontent.com/DClujHVgpJ_vkWQmpBeeEu8v0uASGpDZUV08rbTABzu1e6YkmdvPPZHcrnw6g8ubIU2_S8BlmowYwzRKLkJqIC8Zt0Tk7qSvu4k,roadcloud.jpg,true,automotive_and_transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5813999014772736,Celltrum Oy,"Telecommunications, IT",Netradar is a mobile analytics company with the mission to enable high-quality connectivity. We provide decision-making solutions for the mobile industry based on real-time data gathered worldwide.,2017-09-01T00:00:00.000Z,http://www.netradar.com/,Espoo,Finland,6280944671522816,https://lh3.googleusercontent.com/bN3gyoWgxLmmK1AR-5xC4R9mlnsuBwK2EotyCEgiz5pkhZS-t0BSPg3BFHpCRDOAFGKYOVOdVdhATQPtRJNBYP8Nm9CjbGeKtXo,Netradar Logo.gif,true,entertainment_and_media,hospitality_and_travel,aerospace_and_defence,gaming,Diagnostics,automotive_and_transportation,consumer_electronics,marketing_and_communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5855053231423488,Lukoton Experience Oy,Replaces keychains with your mobile phone as a key,Lukoton replaces mechanical keys and access tags with the one thing people always have with them: the mobile phone. Access is controlled by Lukoton Key Cloud and existing lock bodies upgraded with easy to install lock adapters. Our target users are professionals that need to carry or pick up and return hundreds of keys to get their job done. Stanley Security has invested in us and we are doing projects together but we are looking for 1-2 MEUR investment to speed up our development and growth.,2014-12-01T00:00:00.000Z,http://www.lukoton.net,Vantaa,Finland,4805833858744320,https://lh3.googleusercontent.com/SxroHw3zdOLRq7jm3X1FqPBBEFJ7O-W44Oi4AKNH2ytDSM2z_r5QrHfzzgDEJMsbIgfwTuAHK_dD_uy9VLDNOh5Br2sDbJg0Z7lB,2016_Lukoton_Logo_Vaaka_RGB.png,true,hospitality_and_travel,e-commerce,construction_and_real_estate,877a9c3d-b530-4707-930e-69f4bb53a6f2,automotive_and_transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5882668059197440,Fuusio Labs,Fuusio cloud is content publishing platform for 3D,"Fuusio cloud is content publishing platform for the 3D world. It bridges the gap between the 3D / 360 content you have and the channels of distribution, including web, apps, e-commerce and social media. Everything behind an easy user interface that anyone can use. If you have CAD models, 3D or 360 content and are looking for easy ways to share and deploy, then this one is for you.",2017-04-01T00:00:00.000Z,http://www.fuusiolabs.com,Helsinki,Finland,5974223608610816,https://lh3.googleusercontent.com/rM5lYwTS4GcO-nXpt0pBipa-ujXcby2X1ElD1V2Uo-BAcmVqJbzFb86j4zYRIGQBYwdgRyoDRSOwMcUoSvfdrn583WanBYvPTHA,FUUSIO1.png,true,e-commerce,marketing_and_communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5939298679390208,DeskMe,DeskMe enhances your office experience,"DeskMe brings a much-needed efficiency to the office industry by establishing a natural out-of-your-way booking experience on a 3D office map, engaging internally-designed IoT hardware and connecting to the network of public co-working offices to flexibly scale your office needs! It is a unique concept that has already been validated by real paying Customers!",2017-08-01T00:00:00.000Z,https://deskme.com,Helsinki,Finland,5319718105776128,https://lh3.googleusercontent.com/Kt3seXNwFR0N3DJ491InuMmA63VqVdvlVaozg0sHHpIyJhhi-RgJ2OcHSEFqH5EdhlsObYLP8vO3ixolltW1gjwphaR6pL1gNUk,DeskMe-Pyramid.png,true,construction_and_real_estate,materials_and_coatings,on-demand_services,877a9c3d-b530-4707-930e-69f4bb53a6f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5949626398015488,Salusfin Ltd,Smart Living Company,"Salusfin provides means to track and manage living conditions: energy consumption, environmental  measures, security/safety and comfort level.
Four key capabilities: 
* Controlling energy consumption, 
* Sensing environmental measures, 
* Metering/Reading consumption meters and 
* Reporting/integration",2013-04-01T00:00:00.000Z,https://salusfin.com/,Espoo,Finland,5012102313934848,https://lh3.googleusercontent.com/G1KesJI5-J-IbDn8wym7g8iNMZ0guEjZfqpjLN7xu58DR5cFLLaLewVwK6FObYsfuG6Ke4UWU_15W2mTBHu0Kvyi3iLNR4922q67,SF_Smart_Living_Company-456x211_72dpi.png,true,construction_and_real_estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5954736503128064,CollectiveCrunch Oy,Analytics,"CollectiveCrunch is a leader in AI for the forestry industry. We ‘collect’ technical, climate and geo data to ‘crunch’ this information for deeper insights and prediction. We predict wood mass and quality of forest inventories and bring a step-change to prediction accuracy.",2016-06-01T00:00:00.000Z,http://collectivecrunch.com,Espoo,Finland,5126463837700096,https://lh3.googleusercontent.com/K_FuRNV01LuA7B7icmemX7_ac8cr8rPxOkqepMhz5cL_dsx2WgQH9oZfAj-M0lqn9tTfeklz1NF5tdB6fsLMndt6ZsLdR3oadPpu,CC full logo white copy.jpg,true,agribusiness_and_farming,Diagnostics,on-demand_services,forestry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,6017298775146496,Forethink Oy,UX design solution and AI personalization,"Create smart digital catalog! Optimizing the product feeds per individual shoppers, seamlessly while they browse the products. Metaphorically, we help online stores to build a conveyor belt sushi restaurant type of UX experience with AI chefs.",2018-07-01T00:00:00.000Z,http://www.forethink.net,Espoo,Finland,6553861858787328,https://lh3.googleusercontent.com/9TtHs8aoVdgHdbZq8Cp1rZLWWAtilGSgKTjh6zGymtaGrG-IIm_Dsh2PVhUqGv3SlaufQTBp3LGURYDR312fm298V5nrrq0oapXr,Forethink Logo_Burg@1x.jpg,true,Design,e-commerce,marketing_and_communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,6081766234259456,Katana Technologies,IoT as-a-service,We simplify the implementation and adoption of industrial IoT solutions for farming and agriculture,2018-11-01T00:00:00.000Z,http://www.katanatech.io,Espoo,Finland,,,,true,on-demand_services,agribusiness_and_farming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,6202224833200128,Valo Motion Oy,"Sport, games and leisure","Valo Motion creates exiting physical games that are beyond reality. Our games are fun sports entertainment that is perfect from kids to the gym beasts. We supercharge climbing with ValoClimb and create thrilling experiences on trampolines with ValoJump. We have successfully launched these two products to the global markets. Our happy customers in 45+ countries include activity parks, indoor playgrounds, climbing and fitness gyms for whom our products are a unique experience in a compact space.",2016-09-01T00:00:00.000Z,http://valomotion.com,Espoo,Finland,5092316834430976,https://lh3.googleusercontent.com/lELYM8asP4F5zn8bxPoQCDXwXLHYARF92dLo0J9F0qOProjfRP9A0bmAaYw-fS0ZMYrER_Q_4fiYMb6VbxFF4fCmwXRQkAot3Ifr,Valo_Motion_Logo2_Color_On_White_Background.png,true,entertainment_and_media,gaming,education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,6219008491651072,Privaon Oy,Data protection,"We are a globally recognized specialist and software company in the fields of Privacy and Data Protection. We help our customers and provide solutions in the areas of Privacy Risk Management and Privacy Engineering. We provide our customers the tools for risk assessments and privacy management along with various consultation services.

Our guiding principle “Privacy does not prevent cool things from happening” leads us in everything we do!",2014-11-01T00:00:00.000Z,http://privaon.com,Espoo,Finland,5746670839005184,https://lh3.googleusercontent.com/dCbZcJ18C41NprtPxlH9a_iksSF68HYnnDBorgXN67yjr48nl5rjmf0Fx989PBggrHyhzkkPDYn4i9cMNggGIGyOAUetifBMrgdk,privaon-logo-black-blue.png,true,cybersecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,6224182887055360,Deal Room Events Oy,Event platform for networking,"Deal Room is a platform that gets people to meet for making deals. A meeting scheduling tool allowing participants to organise one to one meetings among themselves.
",2018-02-01T00:00:00.000Z,http://www.dealroomevents.com,Helsinki,Finland,6211775431180288,https://lh3.googleusercontent.com/vGf78KMF9krSF-5-KSzfAK46qHb5s83tnpL7wO6otvM-mivtiqJC3kTG1BGhYVORcHkPprhwdNLejSq-CEXd-rWgWhPvGJfQRBN5,Deal-Room-Logo-in-app-blue.png,true,hospitality_and_travel,e-commerce,marketing_and_communication,89590a2b-8d44-4d83-aaf9-3fad0b5ff06f,impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,6253094962724864,Girdit Oy,GIRDIT offers UAS operations as a service ,"Girdit provides industrial scale UAS operations as a service to its customers.  
Services include:  
* Surveying: topographical, geophysical  
* Surveillance: search & rescue, border control  
* Telecommunications: Satellite like service with increased mobility",2016-04-01T00:00:00.000Z,http://www.girdit.com/,Espoo,Finland,6279111660011520,https://lh3.googleusercontent.com/pJGFviD-7x7wlJIktNHu3dmSFvbXmhAK0nzWNVc7V_0rHQ7temGIudPZvsQMx19Mib35aTlOFMrV6246lCHA0qaWJ0UFSobZX8Wg,girdit_logo_flat.png,true,automotive_and_transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,6253715082182656,ViiBE,The technology of visioassistance without download,"ViiBE helps industrial technical support and after sales services operate the best remote diagnosis, reduce experts' displacements, optimize first contact resolution rates and improve technicians and customers' satisfaction through a remote assistance experience.
Our Web application enables experts to see incidents in real time through the back camera of the interlocutor's smartphone, snap and share images or any document, draw on them, guide with augmented reality features and much more.",2018-11-01T00:00:00.000Z,http://viibe.co,Paris,France,5764529581457408,https://lh3.googleusercontent.com/vhhEdZrPdcP9-jGHNNGvM7cU77nrnBrge7rbV0-mMPUPEpIyk2M_sZo3l1nDMj7ulWyp8b7L_D_FhKis3UwDYkd1vbWXoqSKTzS6,logo_ViiBE.png,true,on-demand_services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,6258109873913856,everynet,Internet of Things,"Everynet is a leading Low Power Wide Area (LPWA) technology network operator with access to networks around the globe including the Americas, EMEA, and APAC.",2017-06-01T00:00:00.000Z,https://everynet.com/,Espoo,Finland,4831648155697152,https://lh3.googleusercontent.com/PksRNcMfDcUJqwbgwh7Zm6sLC4sej7-GXPq20uZLmXx5voakWSRHrxm_bthwssuTPXQyAhpeT6PaoeXa-60R3N85G1_tHdGLAMmMHw,everynet_colorx2.png,true,marketing_and_communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,6268037187502080,Puheet.com,True. Good. Useful. Make sense of behavior,"To make optimal business decisions, one must understand customer needs, wants and desires. Invite your stakeholders to co-create and utilize all other textual feedback. 
Our solution has tools to build and manage an online community, create surveys, maintain discussions, and to present ideas with images, videos, and text. 
You get state-of-the-art analytics, insights, nice visuals and best of the breed natural language processing tools.
An example application is cutting customer churn by 50%.",2010-05-01T00:00:00.000Z,https://www.puheet.com,Espoo,Finland,6249018099236864,https://lh3.googleusercontent.com/Q2ZyCQgTjIKxzDJ-F1uRNQsnlLU_wCqyefXSuveQ1bXfy9PqUYcXP7h5mlrHhVC1KQ6tloRGTCBB0x9dT3fkv2eMsWio-RZVoSw,Logo - puheet.com - turquoise on transparent.png,true,Design,6f086252-72eb-445c-b155-a584245caa01,entertainment_and_media,financial_and_insurance,marketing_and_communication,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,6284668475277312,Bald & Grey Hair,Fintech,"We automate asset trading with AI.

This is how we can adapt to market changes efficiently and accordingly. Managing an automated portfolio of validated strategies helps us to avoid human biases and achieve more sustainable and reliable returns.

We are a team of aspiring financial engineers and statisticians with a courageous mindset. Our vision is to combine the power of algorithms and state of the art statistical innovation with financial markets.",2018-07-01T00:00:00.000Z,http://baldandgreyhair.com,Helsinki,Finland,5322609558290432,https://lh3.googleusercontent.com/3pN_TpCPfN6m3rL2rZ7Y3kNFcJti7eky3R6OG7VhWlyh2hu2iIhdM5NBLs9Wpp53GS8ssuadQg3DSS7eI-2QTNGt8ep2EP0yZXY,bgh_blacktext.png,true,financial_and_insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,6285020595486720,Work Pilots Oy,"WorkPilots, mobile on-demand job matching platform","WorkPilots is a unique mobile-first service that connects young people in need of work with households, companies and organizations which can utilize youth to handle their seasonal, on-demand and sporadic tasks (so-called gigs). WorkPilots approach is building social impact. Organizations can easily find motivated workers at a fair price, young people gain access into the workplace, and at the same time, a positive social impact to combat youth unemployment is created. 
",2015-10-01T00:00:00.000Z,http://www.workpilots.fi,Espoo,Finland,6006029317832704,https://lh3.googleusercontent.com/opA_pS6cnn72rVDmFVIwv-Xcagtq9aDOsrK7n3SIAGDArKKINrluensKTafSKoSbYf5UiJGK4pHoM-kEZzokUkuZsHJV0Ua6iM6j,WP_logo.jpg,true,logistics,hr,on-demand_services,impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,6294518445899776,Mobile Wellness Solutions MWS Oy,"Software, Health & Wellness",Wellmo is a b2b SaaS company driving the preventive digital health megatrend in insurance business and other selected segments. Our solution is a content agnostic platform enabling branded and differentiated health app leveraging local health content and services. This platform & ecosystem approach is gaining increasing traction on the market. Wellmo has paying customers in 5 European countries and is on a solid growth track at close to 100% p.a. for the third year.,2012-10-01T00:00:00.000Z,http://wellmo.com,Espoo,Finland,5698529657880576,https://lh3.googleusercontent.com/ycIeQBJ_l1HLXv0l_wkuqgHFQ3LC092VfeZvc7uZtljoK_ayNDNowg6W6-jAWvEdKTA3zd3VV2A_nrB-Q43AfrKY6_6DKkKu0Io,Wellmo_logo1.png,true,medtech,digital_health,sports,on-demand_services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
